Date,Adj Close
13/09/2021,101.188927
14/09/2021,101.799774
15/09/2021,99.862274
16/09/2021,98.946014
17/09/2021,94.297935
20/09/2021,90.900154
21/09/2021,91.34874
22/09/2021,93.792076
23/09/2021,94.355194
24/09/2021,94.80378
27/09/2021,95.89183
28/09/2021,93.028542
29/09/2021,92.474968
30/09/2021,95.615051
1/10/2021,92.847191
4/10/2021,93.057175
5/10/2021,92.704025
6/10/2021,92.150459
7/10/2021,92.140915
8/10/2021,95.82502
11/10/2021,97.600273
12/10/2021,97.962952
13/10/2021,94.841957
14/10/2021,95.930016
15/10/2021,95.061478
18/10/2021,96.827171
19/10/2021,93.677551
20/10/2021,93.610748
21/10/2021,92.379524
22/10/2021,90.699722
25/10/2021,92.045479
26/10/2021,91.520538
27/10/2021,89.850281
28/10/2021,88.533157
29/10/2021,86.175713
1/11/2021,86.824722
2/11/2021,84.619995
3/11/2021,85.612595
4/11/2021,84.295479
5/11/2021,84.763145
8/11/2021,85.087662
9/11/2021,84.925407
10/11/2021,83.522392
11/11/2021,85.078117
12/11/2021,88.008217
15/11/2021,87.655083
16/11/2021,85.698502
17/11/2021,84.858597
18/11/2021,85.431259
19/11/2021,86.137535
22/11/2021,87.635994
23/11/2021,90.795166
24/11/2021,90.7379
25/11/2021,92.226807
26/11/2021,90.155693
29/11/2021,91.043312
30/11/2021,89.239441
1/12/2021,91.396461
2/12/2021,89.907539
3/12/2021,91.167389
6/12/2021,89.544853
7/12/2021,90.337044
8/12/2021,92.303169
9/12/2021,91.434639
10/12/2021,91.463272
13/12/2021,93.582115
14/12/2021,93.629829
15/12/2021,93.858887
16/12/2021,93.534386
17/12/2021,93.534386
20/12/2021,93.753906
21/12/2021,96.779465
22/12/2021,94.822868
23/12/2021,94.698799
24/12/2021,94.584259
29/12/2021,94.297935
30/12/2021,95.004211
31/12/2021,95.548241
4/01/2022,95.147385
5/01/2022,95.901382
6/01/2022,96.598114
7/01/2022,98.907845
10/01/2022,101.160301
11/01/2022,101.522995
12/01/2022,102.381973
13/01/2022,106.610107
14/01/2022,105.560234
17/01/2022,105.016212
18/01/2022,104.653526
19/01/2022,104.90168
20/01/2022,108.242195
21/01/2022,103.7659
24/01/2022,103.040535
25/01/2022,102.20063
27/01/2022,104.309929
28/01/2022,108.576241
31/01/2022,106.476486
1/02/2022,103.937706
2/02/2022,106.352409
3/02/2022,108.938927
4/02/2022,109.387512
7/02/2022,109.463875
8/02/2022,111.840401
9/02/2022,111.220016
10/02/2022,113.539291
11/02/2022,116.784363
14/02/2022,116.039909
15/02/2022,113.33886
16/02/2022,113.157516
17/02/2022,114.47464
18/02/2022,113.816078
21/02/2022,114.722786
22/02/2022,113.100258
23/02/2022,114.407829
24/02/2022,110.093788
25/02/2022,109.320702
28/02/2022,112.785286
1/03/2022,112.451241
2/03/2022,117.643356
3/03/2022,122.0242
4/03/2022,120.792976
7/03/2022,120.23941
8/03/2022,115.018661
9/03/2022,114.417366
10/03/2022,106.330803
11/03/2022,107.378632
14/03/2022,106.821075
15/03/2022,102.62014
16/03/2022,102.773949
17/03/2022,104.388947
18/03/2022,106.071251
21/03/2022,106.167381
22/03/2022,109.339714
23/03/2022,109.282036
24/03/2022,111.521896
25/03/2022,112.348625
28/03/2022,113.886726
29/03/2022,112.319778
30/03/2022,112.387077
31/03/2022,114.501968
1/04/2022,115.684372
4/04/2022,115.992004
5/04/2022,115.588249
6/04/2022,114.252022
7/04/2022,114.146278
8/04/2022,114.376999
11/04/2022,112.954254
12/04/2022,113.521423
13/04/2022,115.838188
14/04/2022,115.87664
19/04/2022,116.953316
20/04/2022,113.723305
21/04/2022,111.858353
22/04/2022,109.205132
26/04/2022,104.552376
27/04/2022,104.744637
28/04/2022,108.436081
29/04/2022,108.46492
2/05/2022,109.195511
3/05/2022,107.522835
4/05/2022,106.811462
5/05/2022,107.263283
6/05/2022,105.033035
9/05/2022,102.668205
10/05/2022,98.986374
11/05/2022,101.553078
12/05/2022,99.428581
13/05/2022,101.505013
16/05/2022,100.361053
17/05/2022,102.543228
18/05/2022,104.648506
19/05/2022,102.62014
20/05/2022,104.158234
23/05/2022,105.263748
24/05/2022,106.19622
25/05/2022,107.628578
26/05/2022,106.494225
27/05/2022,109.003258
30/05/2022,109.3974
31/05/2022,110.022247
1/06/2022,110.464455
2/06/2022,108.637955
3/06/2022,111.541122
6/06/2022,111.291176
7/06/2022,112.041008
8/06/2022,114.319313
9/06/2022,112.925415
10/06/2022,111.416153
14/06/2022,106.753784
15/06/2022,106.667267
16/06/2022,107.378632
17/06/2022,102.870079
20/06/2022,97.65976
21/06/2022,99.880402
22/06/2022,100.457184
23/06/2022,98.659531
24/06/2022,97.477119
27/06/2022,99.793877
28/06/2022,102.783562
29/06/2022,102.120262
30/06/2022,98.726822
1/07/2022,96.458122
4/07/2022,96.842644
5/07/2022,96.881104
6/07/2022,89.757774
7/07/2022,93.420372
8/07/2022,93.660706
11/07/2022,91.670784
12/07/2022,91.718857
13/07/2022,90.459534
14/07/2022,92.295639
15/07/2022,89.661636
18/07/2022,91.584267
19/07/2022,92.007248
20/07/2022,94.016396
21/07/2022,92.122604
22/07/2022,92.535973
25/07/2022,93.38192
26/07/2022,95.131508
27/07/2022,93.228119
28/07/2022,93.920258
29/07/2022,94.045227
1/08/2022,95.093056
2/08/2022,93.535736
3/08/2022,93.055077
4/08/2022,91.613113
5/08/2022,93.95871
8/08/2022,95.717911
9/08/2022,95.544876
10/08/2022,95.343002
11/08/2022,95.279999
12/08/2022,95.410004
15/08/2022,95.269997
16/08/2022,95.93
17/08/2022,96.739998
18/08/2022,97.099998
19/08/2022,98.529999
22/08/2022,98.190002
23/08/2022,97.660004
24/08/2022,97.099998
25/08/2022,97.260002
26/08/2022,98.660004
29/08/2022,96.290001
30/08/2022,95.519997
31/08/2022,94.5
1/09/2022,92.519997
2/09/2022,90.190002
5/09/2022,91.769997
6/09/2022,90.800003
7/09/2022,89.410004
8/09/2022,91.860001
9/09/2022,94.360001
