Date,Adj Close
13/09/2021,37.19141
14/09/2021,37.415565
15/09/2021,36.097546
16/09/2021,36.447227
17/09/2021,35.111275
20/09/2021,33.649796
21/09/2021,33.847054
22/09/2021,34.662968
23/09/2021,34.411919
24/09/2021,33.820156
27/09/2021,33.820156
28/09/2021,33.058037
29/09/2021,32.627663
30/09/2021,33.721527
1/10/2021,33.040104
4/10/2021,33.120796
5/10/2021,32.744225
6/10/2021,32.860786
7/10/2021,32.851814
8/10/2021,33.838089
11/10/2021,34.142937
12/10/2021,34.053276
13/10/2021,33.703598
14/10/2021,33.891884
15/10/2021,34.842289
18/10/2021,35.138172
19/10/2021,34.420883
20/10/2021,34.582275
21/10/2021,34.501579
22/10/2021,33.757397
25/10/2021,34.008446
26/10/2021,34.259495
27/10/2021,33.766357
28/10/2021,33.192528
29/10/2021,32.798019
1/11/2021,32.645596
2/11/2021,31.883476
3/11/2021,32.224186
4/11/2021,32.304882
5/11/2021,32.358677
8/11/2021,32.618698
9/11/2021,32.93251
10/11/2021,32.044868
11/11/2021,32.869747
12/11/2021,33.802223
15/11/2021,33.587036
16/11/2021,32.717327
17/11/2021,32.242123
18/11/2021,32.31385
19/11/2021,32.681458
22/11/2021,32.798019
23/11/2021,34.116035
24/11/2021,34.286396
25/11/2021,34.627106
26/11/2021,34.098103
29/11/2021,34.582275
30/11/2021,35.299564
1/12/2021,35.774769
2/12/2021,35.604408
3/12/2021,36.070648
6/12/2021,35.496819
7/12/2021,35.819599
8/12/2021,36.483086
9/12/2021,36.043751
10/12/2021,35.828564
13/12/2021,36.796902
14/12/2021,37.012089
15/12/2021,36.823799
16/12/2021,36.456188
17/12/2021,37.119682
20/12/2021,36.850697
21/12/2021,37.397629
22/12/2021,37.110718
23/12/2021,36.994156
24/12/2021,37.047955
29/12/2021,37.056923
30/12/2021,37.370731
31/12/2021,37.209347
4/01/2022,37.99836
5/01/2022,38.222515
6/01/2022,38.267342
7/01/2022,39.208786
10/01/2022,40.150227
11/01/2022,40.033669
12/01/2022,40.45507
13/01/2022,42.00621
14/01/2022,41.853786
17/01/2022,41.378586
18/01/2022,41.871719
19/01/2022,41.746193
20/01/2022,43.04628
21/01/2022,40.975109
24/01/2022,40.885448
25/01/2022,40.374378
27/01/2022,40.948208
28/01/2022,42.06897
31/01/2022,41.557903
1/02/2022,40.284721
2/02/2022,40.92131
3/02/2022,42.185532
4/02/2022,41.970345
7/02/2022,42.490379
8/02/2022,44.068417
9/02/2022,43.32423
10/02/2022,43.288364
11/02/2022,43.808399
14/02/2022,43.333195
15/02/2022,43.198704
16/02/2022,42.436584
17/02/2022,43.010414
