Date,Adj Close
18/02/2022,43.00145
21/02/2022,43.252502
22/02/2022,42.866959
23/02/2022,43.126972
24/02/2022,41.956066
25/02/2022,41.881092
28/02/2022,43.727272
1/03/2022,43.624184
2/03/2022,45.282936
3/03/2022,46.91357
4/03/2022,46.801113
7/03/2022,47.213459
8/03/2022,45.479736
9/03/2022,45.442253
10/03/2022,44.74876
11/03/2022,44.692532
14/03/2022,44.383274
15/03/2022,42.518353
16/03/2022,42.340294
17/03/2022,42.808868
18/03/2022,43.34304
21/03/2022,43.530472
22/03/2022,45.751507
23/03/2022,45.395393
24/03/2022,46.20134
25/03/2022,46.6418
28/03/2022,47.719517
29/03/2022,47.438374
30/03/2022,47.40089
31/03/2022,48.497349
1/04/2022,49.097122
4/04/2022,49.162724
5/04/2022,48.68478
6/04/2022,48.178719
7/04/2022,47.860088
8/04/2022,48.675407
11/04/2022,48.431747
12/04/2022,48.469234
13/04/2022,48.525463
14/04/2022,49.200211
19/04/2022,49.828094
20/04/2022,49.012779
21/04/2022,47.513344
22/04/2022,45.442253
26/04/2022,42.790123
27/04/2022,43.118126
28/04/2022,45.001793
29/04/2022,44.99242
2/05/2022,44.964306
3/05/2022,44.664417
4/05/2022,44.420761
5/05/2022,44.467617
6/05/2022,43.858471
9/05/2022,43.305553
10/05/2022,42.19035
11/05/2022,42.790123
12/05/2022,42.124752
13/05/2022,42.958813
16/05/2022,42.462124
17/05/2022,38.017212
18/05/2022,39.227154
19/05/2022,38.57629
20/05/2022,39.369011
23/05/2022,39.911396
24/05/2022,39.886364
25/05/2022,40.316059
26/05/2022,39.941196
27/05/2022,40.925201
30/05/2022,42.087265
31/05/2022,41.806122
1/06/2022,42.780754
2/06/2022,42.743267
3/06/2022,43.820984
6/06/2022,43.427383
7/06/2022,43.389896
8/06/2022,44.392647
9/06/2022,43.333672
10/06/2022,43.31493
14/06/2022,41.478119
15/06/2022,41.140747
16/06/2022,41.243832
17/06/2022,39.847485
20/06/2022,37.72953
21/06/2022,38.376163
22/06/2022,38.451134
23/06/2022,37.954449
24/06/2022,37.504616
27/06/2022,38.610451
28/06/2022,40.278572
29/06/2022,40.072399
30/06/2022,38.657307
1/07/2022,37.53273
4/07/2022,37.392162
5/07/2022,37.485874
6/07/2022,35.386662
7/07/2022,36.492496
8/07/2022,36.754902
11/07/2022,35.61158
12/07/2022,35.105518
13/07/2022,34.599461
14/07/2022,35.049294
15/07/2022,33.831001
18/07/2022,34.64632
19/07/2022,34.308945
20/07/2022,34.777519
21/07/2022,34.477634
22/07/2022,34.440147
25/07/2022,35.002434
26/07/2022,35.864609
27/07/2022,35.161751
28/07/2022,35.911469
29/07/2022,36.24884
1/08/2022,36.642441
2/08/2022,36.155128
3/08/2022,36.183239
4/08/2022,35.770893
5/08/2022,36.37067
8/08/2022,36.661182
9/08/2022,36.380039
10/08/2022,35.892723
11/08/2022,36.689301
12/08/2022,36.389412
15/08/2022,36.473755
16/08/2022,37.963818
17/08/2022,38.282448
18/08/2022,38.563595
19/08/2022,38.93845
22/08/2022,38.751022
23/08/2022,38.854107
24/08/2022,39.275826
25/08/2022,39.538223
26/08/2022,40.119259
29/08/2022,39.538223
30/08/2022,39.125881
31/08/2022,38.048161
1/09/2022,37.509998
2/09/2022,36.740002
5/09/2022,37.91
6/09/2022,37.27
7/09/2022,36.27
8/09/2022,36.919998
9/09/2022,38.09
